,Part,variable,value
137,18.0,Gradient,0.05438211137895599
138,19.0,Gradient,-0.08778757159651263
139,20.0,Gradient,-0.07003695028950574
140,21.0,Gradient,-2.370128178736926
141,22.0,Gradient,-0.45007222261992363
142,23.0,Gradient,-0.5403750406189716
143,24.0,Gradient,0.09407051421697343
144,25.0,Gradient,-0.2675655245307238
145,26.0,Gradient,-2.7096487126493884
146,27.0,Gradient,-0.5015365728446759
147,28.0,Gradient,0.04721923102115788
148,29.0,Gradient,-0.2967536683990697
149,30.0,Gradient,-0.15079138261672087
150,1.0,KFTS,0.050246212062530216
151,2.0,KFTS,-1.3615734245975437
152,3.0,KFTS,-0.4625987680528356
153,4.0,KFTS,0.05825531537022077
154,5.0,KFTS,-0.007207841934677273
155,6.0,KFTS,-0.08241927235839164
156,7.0,KFTS,0.1304560162081847
157,8.0,KFTS,-0.023453269977040225
158,9.0,KFTS,-0.018937697322106484
159,10.0,KFTS,-0.2215451591401587
160,11.0,KFTS,0.09790559621369832
161,12.0,KFTS,-0.10533133501792502
162,13.0,KFTS,-0.38619343532791506
163,14.0,KFTS,-0.360286752221455
164,15.0,KFTS,-0.04222966675341544
165,16.0,KFTS,0.05974733363633289
166,17.0,KFTS,0.1727819498595361
167,18.0,KFTS,0.14194183542237004
168,19.0,KFTS,-0.13475499759713294
169,20.0,KFTS,-0.11900988119528777
170,21.0,KFTS,-1.811192401812027
171,22.0,KFTS,-0.6205268316469812
172,23.0,KFTS,0.086298220872148
173,24.0,KFTS,-0.013182718079024047
174,25.0,KFTS,-0.293807497070224
175,26.0,KFTS,-2.3633952509836242
176,27.0,KFTS,-0.5689737034141982
177,28.0,KFTS,0.060007883003054596
178,29.0,KFTS,-0.06309371395203978
179,30.0,KFTS,0.36625314029979106
180,1.0,UCBSM,0.11000362600210889
181,2.0,UCBSM,0.590734436186013
182,3.0,UCBSM,0.26352176174921194
183,4.0,UCBSM,0.24235109494797347
184,5.0,UCBSM,0.11001478912204588
185,6.0,UCBSM,-0.012053224463177248
186,7.0,UCBSM,0.5496443378042135
187,8.0,UCBSM,0.18809531145263914
188,9.0,UCBSM,0.3901798787608133
189,10.0,UCBSM,0.3705397997200376
190,11.0,UCBSM,0.30764988597318565
191,12.0,UCBSM,0.26805171306503905
192,13.0,UCBSM,0.477761407246464
193,14.0,UCBSM,0.12204975822946273
194,15.0,UCBSM,0.17574735185716417
195,16.0,UCBSM,0.4722442976754673
196,17.0,UCBSM,0.26783127352322833
197,18.0,UCBSM,0.11932161892874882
198,19.0,UCBSM,-0.06773000495204506
199,20.0,UCBSM,-0.013468384716746495
200,21.0,UCBSM,0.029030635029884344
201,22.0,UCBSM,0.5380544946105918
202,23.0,UCBSM,0.5159594431005496
203,24.0,UCBSM,0.1568115638869635
204,25.0,UCBSM,0.06585169940882696
205,26.0,UCBSM,0.3919945885808558
206,27.0,UCBSM,0.47026557917017187
207,28.0,UCBSM,0.10273106333500659
208,29.0,UCBSM,0.32894890350463135
209,30.0,UCBSM,0.4008082509342059
